Section,Machine,Type_Defaut,Nombre_Defauts,Section_mm2_code,_feuille
P3S0250,LE03,Fausse declaration de soudure,0,250,P3S0250
P3S0250,LE03,Frottement,0,250,P3S0250
P3S0250,LE03,Intersetice - PVC Bleeding,0,250,P3S0250
P3S0250,LE03,Les Grains,0,250,P3S0250
P3S0250,LE03,Oxydation,0,250,P3S0250
P3S0250,LE03,Plusieur Spark,4,250,P3S0250
P3S0250,LE03,Porosité,23,250,P3S0250
P3S0250,LE03,probleme de Métrage,7,250,P3S0250
P3S0250,LE03,Problème de strie,2,250,P3S0250
P3S0250,LE03,probleme OF,6,250,P3S0250
P3S0250,LE03,pvc FT3B1 au lieu FT3A1,0,250,P3S0250
P3S0250,LE03,Resistance hors tolerance,0,250,P3S0250
P3S0250,LE03,SANS BOUT,26,250,P3S0250
P3S0250,LE03,Sans Rapprot,29,250,P3S0250
P3S0250,LE03,Soudure avec rapport zéro défaut,0,250,P3S0250
P3S0250,LE03,Touché Par Grapin,0,250,P3S0250
P3S0250,LE03,Trancannage,0,250,P3S0250
P3S0250,LE03,variation couleur,0,250,P3S0250
P3S0300,LE02,Aspect,0,300,P3S0300
P3S0300,LE02,Centrage,10,300,P3S0300
P3S0300,LE02,conipack cassé,10,300,P3S0300
P3S0300,LE02,Diametre Exterieur hors tolerance,3,300,P3S0300
P3S0300,LE02,Fausse declaration de soudure,8,300,P3S0300
P3S0300,LE02,Frottement,4,300,P3S0300
P3S0300,LE02,Intersetice - PVC Bleeding,1,300,P3S0300
P3S0300,LE02,Les Grains,10,300,P3S0300
P3S0300,LE02,Oxydation,5,300,P3S0300
P3S0300,LE02,Plusieur Spark,4,300,P3S0300
P3S0300,LE02,Porosité,1,300,P3S0300
P3S0300,LE02,probleme de Métrage,0,300,P3S0300
P3S0300,LE02,Problème de strie,0,300,P3S0300
P3S0300,LE02,probleme OF,4,300,P3S0300
P3S0300,LE02,pvc FT3B1 au lieu FT3A1,0,300,P3S0300
P3S0300,LE02,Resistance hors tolerance,0,300,P3S0300
P3S0300,LE02,SANS BOUT,0,300,P3S0300
P3S0300,LE02,Sans Rapprot,2,300,P3S0300
P3S0300,LE02,Soudure avec rapport zéro défaut,0,300,P3S0300
P3S0300,LE02,Touché Par Grapin,0,300,P3S0300
P3S0300,LE02,Trancannage,4,300,P3S0300
P3S0300,LE02,variation couleur,0,300,P3S0300
P3S0300,LE03,Aspect,6,300,P3S0300
P3S0300,LE03,Centrage,0,300,P3S0300
P3S0300,LE03,conipack cassé,0,300,P3S0300
P3S0300,LE03,Diametre Exterieur hors tolerance,0,300,P3S0300
P3S0300,LE03,Fausse declaration de soudure,9,300,P3S0300
P3S0300,LE03,Frottement,5,300,P3S0300
P3S0300,LE03,Intersetice - PVC Bleeding,0,300,P3S0300
P3S0300,LE03,Les Grains,23,300,P3S0300
P3S0300,LE03,Oxydation,0,300,P3S0300
P3S0300,LE03,Plusieur Spark,7,300,P3S0300
P3S0300,LE03,Porosité,0,300,P3S0300
P3S0300,LE03,probleme de Métrage,25,300,P3S0300
P3S0300,LE03,Problème de strie,29,300,P3S0300
P3S0300,LE03,probleme OF,3,300,P3S0300
P3S0300,LE03,pvc FT3B1 au lieu FT3A1,0,300,P3S0300
P3S0300,LE03,Resistance hors tolerance,0,300,P3S0300
P3S0300,LE03,SANS BOUT,2,300,P3S0300
P3S0300,LE03,Sans Rapprot,6,300,P3S0300
P3S0300,LE03,Soudure avec rapport zéro défaut,4,300,P3S0300
P3S0300,LE03,Touché Par Grapin,0,300,P3S0300
P3S0300,LE03,Trancannage,10,300,P3S0300
P3S0300,LE03,variation couleur,4,300,P3S0300
P3S0300,LE04,Aspect,0,300,P3S0300
P3S0300,LE04,Centrage,28,300,P3S0300
P3S0300,LE04,conipack cassé,0,300,P3S0300
P3S0300,LE04,Diametre Exterieur hors tolerance,0,300,P3S0300
P3S0300,LE04,Fausse declaration de soudure,0,300,P3S0300
P3S0300,LE04,Frottement,7,300,P3S0300
P3S0300,LE04,Intersetice - PVC Bleeding,0,300,P3S0300
P3S0300,LE04,Les Grains,7,300,P3S0300
P3S0300,LE04,Oxydation,0,300,P3S0300
P3S0300,LE04,Plusieur Spark,1,300,P3S0300
P3S0300,LE04,Porosité,5,300,P3S0300
P3S0300,LE04,probleme de Métrage,0,300,P3S0300
P3S0300,LE04,Problème de strie,1,300,P3S0300
P3S0300,LE04,probleme OF,2,300,P3S0300
P3S0300,LE04,pvc FT3B1 au lieu FT3A1,0,300,P3S0300
P3S0300,LE04,Resistance hors tolerance,0,300,P3S0300
P3S0300,LE04,SANS BOUT,0,300,P3S0300
P3S0300,LE04,Sans Rapprot,0,300,P3S0300
P3S0300,LE04,Soudure avec rapport zéro défaut,0,300,P3S0300
P3S0300,LE04,Touché Par Grapin,0,300,P3S0300
P3S0300,LE04,Trancannage,0,300,P3S0300
P3S0300,LE04,variation couleur,0,300,P3S0300
P3S0400,LE02,Aspect,4,400,P3S0400
P3S0400,LE02,Centrage,10,400,P3S0400
P3S0400,LE02,conipack cassé,10,400,P3S0400
P3S0400,LE02,Diametre Exterieur hors tolerance,0,400,P3S0400
P3S0400,LE02,Fausse declaration de soudure,0,400,P3S0400
P3S0400,LE02,Frottement,5,400,P3S0400
P3S0400,LE02,Intersetice - PVC Bleeding,2,400,P3S0400
P3S0400,LE02,Les Grains,0,400,P3S0400
P3S0400,LE02,Oxydation,2,400,P3S0400
P3S0400,LE02,Plusieur Spark,18,400,P3S0400
P3S0400,LE02,Porosité,4,400,P3S0400
P3S0400,LE02,probleme de Métrage,4,400,P3S0400
P3S0400,LE02,Problème de strie,21,400,P3S0400
P3S0400,LE02,probleme OF,0,400,P3S0400
P3S0400,LE02,pvc FT3B1 au lieu FT3A1,0,400,P3S0400
P3S0400,LE02,Resistance hors tolerance,2,400,P3S0400
P3S0400,LE02,SANS BOUT,0,400,P3S0400
P3S0400,LE02,Sans Rapprot,9,400,P3S0400
P3S0400,LE02,Soudure avec rapport zéro défaut,0,400,P3S0400
P3S0400,LE02,Touché Par Grapin,7,400,P3S0400
P3S0400,LE02,Trancannage,0,400,P3S0400
P3S0400,LE02,variation couleur,2,400,P3S0400
P3S0400,LE03,Aspect,0,400,P3S0400
P3S0400,LE03,Centrage,4,400,P3S0400
P3S0400,LE03,conipack cassé,17,400,P3S0400
P3S0400,LE03,Diametre Exterieur hors tolerance,0,400,P3S0400
P3S0400,LE03,Fausse declaration de soudure,0,400,P3S0400
P3S0400,LE03,Frottement,1,400,P3S0400
P3S0400,LE03,Intersetice - PVC Bleeding,0,400,P3S0400
P3S0400,LE03,Les Grains,0,400,P3S0400
P3S0400,LE03,Oxydation,3,400,P3S0400
P3S0400,LE03,Plusieur Spark,3,400,P3S0400
P3S0400,LE03,Porosité,28,400,P3S0400
P3S0400,LE03,probleme de Métrage,4,400,P3S0400
P3S0400,LE03,Problème de strie,7,400,P3S0400
P3S0400,LE03,probleme OF,6,400,P3S0400
P3S0400,LE03,pvc FT3B1 au lieu FT3A1,0,400,P3S0400
P3S0400,LE03,Resistance hors tolerance,7,400,P3S0400
P3S0400,LE03,SANS BOUT,26,400,P3S0400
P3S0400,LE03,Sans Rapprot,3,400,P3S0400
P3S0400,LE03,Soudure avec rapport zéro défaut,5,400,P3S0400
P3S0400,LE03,Touché Par Grapin,5,400,P3S0400
P3S0400,LE03,Trancannage,5,400,P3S0400
P3S0400,LE03,variation couleur,2,400,P3S0400
P3S0500,LE02,Aspect,0,500,P3S0500
P3S0500,LE02,Centrage,0,500,P3S0500
P3S0500,LE02,conipack cassé,6,500,P3S0500
P3S0500,LE02,Diametre Exterieur hors tolerance,0,500,P3S0500
P3S0500,LE02,Fausse declaration de soudure,0,500,P3S0500
P3S0500,LE02,Frottement,0,500,P3S0500
P3S0500,LE02,Intersetice - PVC Bleeding,6,500,P3S0500
P3S0500,LE02,Les Grains,0,500,P3S0500
P3S0500,LE02,Oxydation,0,500,P3S0500
P3S0500,LE02,Plusieur Spark,0,500,P3S0500
P3S0500,LE02,Porosité,4,500,P3S0500
P3S0500,LE02,probleme de Métrage,0,500,P3S0500
P3S0500,LE02,Problème de strie,27,500,P3S0500
P3S0500,LE02,probleme OF,1,500,P3S0500
P3S0500,LE02,pvc FT3B1 au lieu FT3A1,9,500,P3S0500
P3S0500,LE02,Resistance hors tolerance,0,500,P3S0500
P3S0500,LE02,SANS BOUT,8,500,P3S0500
P3S0500,LE02,Sans Rapprot,25,500,P3S0500
P3S0500,LE02,Soudure avec rapport zéro défaut,0,500,P3S0500
P3S0500,LE02,Touché Par Grapin,0,500,P3S0500
P3S0500,LE02,Trancannage,4,500,P3S0500
P3S0500,LE02,variation couleur,26,500,P3S0500
P3S0500,LE03,Aspect,10,500,P3S0500
P3S0500,LE03,Centrage,0,500,P3S0500
P3S0500,LE03,conipack cassé,3,500,P3S0500
P3S0500,LE03,Diametre Exterieur hors tolerance,30,500,P3S0500
P3S0500,LE03,Fausse declaration de soudure,4,500,P3S0500
P3S0500,LE03,Frottement,0,500,P3S0500
P3S0500,LE03,Intersetice - PVC Bleeding,25,500,P3S0500
P3S0500,LE03,Les Grains,26,500,P3S0500
P3S0500,LE03,Oxydation,0,500,P3S0500
P3S0500,LE03,Plusieur Spark,10,500,P3S0500
P3S0500,LE03,Porosité,0,500,P3S0500
P3S0500,LE03,probleme de Métrage,0,500,P3S0500
P3S0500,LE03,Problème de strie,14,500,P3S0500
P3S0500,LE03,probleme OF,0,500,P3S0500
P3S0500,LE03,pvc FT3B1 au lieu FT3A1,6,500,P3S0500
P3S0500,LE03,Resistance hors tolerance,0,500,P3S0500
P3S0500,LE03,SANS BOUT,0,500,P3S0500
P3S0500,LE03,Sans Rapprot,0,500,P3S0500
P3S0500,LE03,Soudure avec rapport zéro défaut,0,500,P3S0500
P3S0500,LE03,Touché Par Grapin,0,500,P3S0500
P3S0500,LE03,Trancannage,10,500,P3S0500
P3S0500,LE03,variation couleur,8,500,P3S0500
P3S0600,LE02,Aspect,0,600,P3S0600
P3S0600,LE02,Centrage,7,600,P3S0600
P3S0600,LE02,conipack cassé,9,600,P3S0600
P3S0600,LE02,Diametre Exterieur hors tolerance,6,600,P3S0600
P3S0600,LE02,Fausse declaration de soudure,0,600,P3S0600
P3S0600,LE02,Frottement,0,600,P3S0600
P3S0600,LE02,Intersetice - PVC Bleeding,0,600,P3S0600
P3S0600,LE02,Les Grains,0,600,P3S0600
P3S0600,LE02,Oxydation,0,600,P3S0600
P3S0600,LE02,Plusieur Spark,21,600,P3S0600
P3S0600,LE02,Porosité,0,600,P3S0600
P3S0600,LE02,probleme de Métrage,10,600,P3S0600
P3S0600,LE02,Problème de strie,4,600,P3S0600
P3S0600,LE02,probleme OF,0,600,P3S0600
P3S0600,LE02,pvc FT3B1 au lieu FT3A1,0,600,P3S0600
P3S0600,LE02,Resistance hors tolerance,7,600,P3S0600
P3S0600,LE02,SANS BOUT,0,600,P3S0600
P3S0600,LE02,Sans Rapprot,0,600,P3S0600
P3S0600,LE02,Soudure avec rapport zéro défaut,9,600,P3S0600
P3S0600,LE02,Touché Par Grapin,0,600,P3S0600
P3S0600,LE02,Trancannage,0,600,P3S0600
P3S0600,LE02,variation couleur,0,600,P3S0600
P3S0600,LE03,Aspect,9,600,P3S0600
P3S0600,LE03,Centrage,2,600,P3S0600
P3S0600,LE03,conipack cassé,13,600,P3S0600
P3S0600,LE03,Diametre Exterieur hors tolerance,16,600,P3S0600
P3S0600,LE03,Fausse declaration de soudure,0,600,P3S0600
P3S0600,LE03,Frottement,1,600,P3S0600
P3S0600,LE03,Intersetice - PVC Bleeding,0,600,P3S0600
P3S0600,LE03,Les Grains,1,600,P3S0600
P3S0600,LE03,Oxydation,0,600,P3S0600
P3S0600,LE03,Plusieur Spark,0,600,P3S0600
P3S0600,LE03,Porosité,0,600,P3S0600
P3S0600,LE03,probleme de Métrage,9,600,P3S0600
P3S0600,LE03,Problème de strie,0,600,P3S0600
P3S0600,LE03,probleme OF,17,600,P3S0600
P3S0600,LE03,pvc FT3B1 au lieu FT3A1,5,600,P3S0600
P3S0600,LE03,Resistance hors tolerance,7,600,P3S0600
P3S0600,LE03,SANS BOUT,0,600,P3S0600
P3S0600,LE03,Sans Rapprot,4,600,P3S0600
P3S0600,LE03,Soudure avec rapport zéro défaut,0,600,P3S0600
P3S0600,LE03,Touché Par Grapin,0,600,P3S0600
P3S0600,LE03,Trancannage,21,600,P3S0600
P3S0600,LE03,variation couleur,0,600,P3S0600
P3S0700,LE02,Aspect,0,700,P3S0700
P3S0700,LE02,Centrage,10,700,P3S0700
P3S0700,LE02,conipack cassé,6,700,P3S0700
P3S0700,LE02,Diametre Exterieur hors tolerance,27,700,P3S0700
P3S0700,LE02,Fausse declaration de soudure,1,700,P3S0700
P3S0700,LE02,Frottement,0,700,P3S0700
P3S0700,LE02,Intersetice - PVC Bleeding,10,700,P3S0700
P3S0700,LE02,Les Grains,1,700,P3S0700
P3S0700,LE02,Oxydation,9,700,P3S0700
P3S0700,LE02,Plusieur Spark,30,700,P3S0700
P3S0700,LE02,Porosité,1,700,P3S0700
P3S0700,LE02,probleme de Métrage,9,700,P3S0700
P3S0700,LE02,Problème de strie,0,700,P3S0700
P3S0700,LE02,probleme OF,0,700,P3S0700
P3S0700,LE02,pvc FT3B1 au lieu FT3A1,0,700,P3S0700
P3S0700,LE02,Resistance hors tolerance,7,700,P3S0700
P3S0700,LE02,SANS BOUT,0,700,P3S0700
P3S0700,LE02,Sans Rapprot,0,700,P3S0700
P3S0700,LE02,Soudure avec rapport zéro défaut,4,700,P3S0700
P3S0700,LE02,Touché Par Grapin,0,700,P3S0700
P3S0700,LE02,Trancannage,5,700,P3S0700
P3S0700,LE02,variation couleur,0,700,P3S0700
